val	lat	lng
61000	-16.934184	145.994075
57040	-29.320772	153.271074
56640	-33.820797	149.474401
52835	-26.153831	152.616943
52115	-32.685033	149.602925
51765	-23.279639	150.885772
46870	-28.706486	153.25943
45295	-32.760486	150.972137
41440	-34.863483	150.61644
39825	-37.482132	143.662387
38060	-27.627661	151.94182
36485	-32.24224	148.657282
34910	-33.233929	149.116263
34190	-35.07459	147.376202
33550	-36.737758	149.699222
32390	-31.973082	151.865806
31210	-24.88776	152.297855
29745	-27.480898	152.725408
29400	-21.33763	149.059737
28435	-31.899311	152.503209
27310	-25.640978	152.791302
26685	-34.726283	149.729215
26285	-27.576308	151.852689
26245	-28.38059	153.31648
25800	-30.375791	153.019648
25345	-28.259764	152.055174
25285	-28.440886	115.004595
25145	-35.156446	136.456454
24990	-36.68892	146.482439
24610	-33.310653	150.356874
24380	-36.881534	141.940832
24345	-23.074563	150.894331
23785	-28.056979	152.975131
23335	-16.230854	145.299094
23040	-36.78137	144.457937
22920	-34.905438	117.863286
22895	-33.208801	151.377213
22745	-25.07645	151.78942
22635	-42.544215	146.45502
22310	-31.927892	146.615174
22195	-41.456389	145.503726
22060	-35.811358	137.541715
21990	-28.499375	152.88504
21495	-36.027154	147.880991
20930	-32.741737	151.543675
20755	-41.710417	146.165998
20480	-30.459807	152.840266
20450	-35.628428	149.752107
20270	-35.317402	149.257101
20260	-20.808597	149.271699
20035	-21.017327	137.432341
19815	-25.571054	151.644182
19625	-37.927953	140.719634
19525	-18.552533	146.49572
19305	-29.630052	151.162025
19270	-36.177296	149.129166
19160	-31.387394	152.466916
18945	-34.595027	150.410978
18830	-33.728945	115.302732
18720	-34.196526	149.254163
18575	-28.92786	152.749759
18535	-18.020178	145.842063
18445	-25.337998	152.78368
18355	-42.304288	146.958381
17950	-34.042913	150.525292
17860	-24.860668	150.975499
17750	-23.446826	151.917285
17725	-30.115913	151.673028
17650	-36.988914	142.7154
17550	-35.767974	143.769445
17020	-31.333592	151.138322
16990	-37.978862	146.342932
16905	-31.770375	152.292395
16660	-19.787858	146.791529
16475	-17.520343	145.888782
16465	-27.98728	152.523366
16360	-35.671272	150.125945
16315	-37.670456	147.561112
15945	-31.725436	152.747152
15540	-38.209584	143.244766
15510	-28.121399	152.600598
15500	-37.171788	144.544716
15490	-16.923761	145.742303
15295	-37.758248	143.637463
15255	-20.465423	148.516317
15225	-41.465311	146.193428
15090	-35.379935	148.383619
15070	-32.708935	150.059088
14895	-32.977861	151.317476
14875	-33.325373	151.189243
14855	-27.656074	152.224616
14695	-9.584901	143.769211
14650	-38.181608	144.427419
14620	-26.73282	148.690231
14590	-30.329085	152.621062
14560	-32.623108	152.332617
14550	-37.287848	144.170995
14530	-27.957654	151.103872
14525	-36.688551	143.230699
14520	-34.487779	147.583811
14310	-43.571087	146.524064
14275	-34.312823	116.402179
13885	-21.145063	116.349933
13830	-30.493397	151.906153
13785	-32.672797	134.37909
13590	-37.021478	143.611335
13580	-33.476768	147.811688
13555	-37.571941	143.864505
13510	-34.867709	139.497207
13490	-34.06024	150.153221
13480	-27.663074	151.550271
13375	-25.765416	151.105529
13295	-41.08422	145.862079
13200	-35.348388	143.336906
13185	-36.2835	143.364316
13115	-38.631942	146.815723
13105	-29.36691	153.104789
13075	-31.896269	116.742895
13050	-35.227753	147.923797
12780	-26.635087	152.917384
12660	-32.196739	152.454216
12645	-36.25486	150.225372
12645	-26.576904	151.522575
12590	-35.053523	148.102866
12315	-36.669929	146.062514
12295	-32.553282	148.989227
12295	-28.802491	114.862505
12235	-36.792946	140.496496
12230	-19.914965	147.133033
12190	-39.830946	144.159775
12090	-34.762116	150.678303
12055	-30.205908	145.251371
12010	-31.934883	147.30573
11950	-29.083319	151.999661
11920	-43.077586	147.958441
11895	-31.640292	116.681727
11875	-34.194216	150.768408
11825	-30.40364	122.683881
11760	-36.957983	144.05651
11670	-34.764484	149.286631
11660	-27.627522	152.753696
11640	-30.170441	142.203381
11620	-33.401152	122.211127
11585	-40.782341	145.057623
11460	-37.919937	145.945214
11380	-25.189298	152.300968
11360	-36.554037	146.82759
11355	-38.178237	142.952372
11340	-36.764269	144.285267
11280	-31.838398	116.0261
11275	-26.659559	152.010432
11265	-31.966754	151.080412
11230	-23.354937	150.557538
11165	-34.58378	138.705675
11130	-33.305478	150.918639
11120	-37.020122	149.220453
11105	-33.802932	138.582681
11105	-33.035496	148.16819
11030	-26.112408	151.870256
11000	-27.733991	153.204523
10990	-35.097045	139.475946
10965	-41.237355	146.239406
10950	-34.347195	150.342214
10935	-33.032688	119.098339
10855	-38.460127	145.995174
10805	-41.148031	146.99252
10755	-24.734545	115.15198
10720	-28.461128	153.494236
10680	-37.39051	148.660943
10635	-41.158791	147.502082
10595	-30.097726	152.658268
10455	-28.865483	153.532475
10415	-26.828067	153.088435
10340	-32.084784	115.798722
10320	-38.535802	142.908911
10235	-33.482209	151.401999
10220	-31.145898	151.762627
10215	-32.364861	152.270901
10195	-36.428694	145.526693
10185	-33.205773	138.080191
10175	-32.557981	115.728286
10120	-17.090606	124.591962
10090	-35.357619	144.984378
10075	-37.231524	142.956916
10070	-36.656422	144.178282
10025	-34.321422	145.914625
10005	-33.106675	151.533807
10000	-26.87578	152.503797
9985	-36.409113	148.232341
9970	-33.466271	150.88744
9950	-38.182084	141.952156
9950	-27.322775	152.814527
9935	-34.912078	138.696113
9935	-32.239696	151.685456
9925	-26.91784	152.760081
9865	-37.457785	143.343429
9835	-20.428447	146.275575
9820	-27.418572	152.438771
9780	-36.056449	146.470638
9775	-38.388291	143.557159
9770	-41.432254	147.077589
9765	-25.535828	152.042802
9705	-37.449179	140.260783
9690	-34.862038	148.796477
9670	-29.736171	151.869397
9555	-37.408371	141.687516
9550	-24.393618	150.458694
9455	-30.77067	152.751629
9390	-31.551822	145.406579
9305	-37.606088	145.513804
9300	-37.651463	144.239102
9300	-36.31227	142.968057
9265	-36.404324	148.833511
9230	-35.248539	138.975861
9195	-27.070177	152.960273
9175	-35.322291	148.784415
9170	-27.572999	152.060385
9165	-35.939649	149.912199
9145	-34.577328	139.326979
9070	-35.091002	138.757945
9055	-37.566489	149.217216
9025	-37.330661	144.548846
9025	-34.900496	138.642172
8995	-31.505932	150.372784
8965	-32.14622	151.102917
8965	-27.316799	150.910979
8960	-27.803453	152.472702
8955	-37.267687	149.792364
8935	-27.307845	152.939438
8915	-37.78272	144.770641
8900	-24.675045	149.615027
8885	-22.141251	117.057776
8865	-38.482182	145.231974
8835	-30.361305	119.311267
8810	-33.019117	151.57181
8770	-27.089517	152.321536
8750	-29.327323	115.098073
8740	-41.567876	147.488412
8685	-32.248568	150.701949
8680	-34.548722	150.855135
8650	-38.118855	142.034141
8640	-43.00658	147.256698
8635	-35.215386	149.029308
8605	-35.405064	147.64961
8600	-37.334655	143.907186
8600	-33.455088	139.732545
8580	-35.521405	139.236567
8575	-36.953196	149.851694
8565	-33.647362	117.738912
8525	-28.215215	153.479217
8520	-32.282716	133.582274
8500	-34.105205	137.598449
8465	-36.016196	147.026549
8415	-34.823141	137.544605
8275	-36.786777	145.565512
8265	-37.291807	148.118511
8260	-38.597018	145.955341
8260	-33.315827	151.519708
8255	-35.809462	144.184089
8245	-35.776209	148.041339
8220	-36.625333	145.708668
8210	-35.302911	149.201072
8200	-34.902512	117.158861
8185	-38.245215	146.424457
8180	-34.152477	139.12488
8165	-29.829194	153.187047
8080	-31.735174	151.029159
8060	-34.378631	148.797264
8035	-19.227783	146.764659
8015	-33.483614	150.601824
8010	-18.028128	145.157257
8000	-35.572164	138.324567
7995	-34.940962	138.66029
7985	-32.57693	150.564817
7975	-30.599071	121.446478
7950	-36.168997	144.728806
7930	-29.36625	151.814675
7910	-35.109083	139.273641
7895	-34.362864	118.657118
7860	-41.210495	146.57356
7855	-36.474937	143.586215
7795	-42.31694	147.48727
7760	-20.80796	143.164223
7755	-33.783171	116.506912
7720	-31.951084	117.406271
7695	-29.818331	139.666239
7690	-32.3438	151.522527
7680	-36.074144	141.538074
7675	-33.466819	141.90794
7670	-33.928392	150.921448
7635	-33.756443	150.810246
7610	-42.314526	148.281407
7605	-33.410436	115.828921
7580	-33.341076	115.649205
7545	-41.319891	146.835317
7515	-32.108961	116.208263
7500	-32.660186	151.683702
7490	-36.565078	146.266835
7490	-23.180174	150.958111
7475	-33.634816	151.323289
7475	-31.298962	148.581142
7455	-34.902108	146.303599
7445	-19.23794	146.540275
7420	-18.773365	122.753792
7405	-31.237406	115.82111
7380	-33.755476	150.678551
7370	-33.019715	151.663175
7365	-38.312647	145.563979
7345	-33.35257	116.204886
7320	-33.520358	151.374403
7285	-28.664595	151.675437
7260	-29.474921	149.462148
7255	-28.418047	145.596265
7250	-32.07687	147.838499
7235	-33.813104	150.957425
7220	-37.241401	145.111854
7185	-32.212021	138.883978
7155	-33.969624	151.237844
7150	-37.000261	143.126344
7150	-33.859953	151.256649
7115	-26.734305	152.766898
7110	-32.80605	117.626013
7110	-27.965214	151.948279
7100	-28.547307	153.432398
7095	-30.073663	153.143409
7085	-32.39502	123.744186
7070	-31.373201	147.785831
7035	-36.667303	141.89695
6990	-32.983963	151.707801
6975	-33.94707	139.975421
6975	-27.832196	114.852437
6965	-34.645377	150.756883
6965	-29.018999	153.243213
6940	-21.754127	148.569564
6925	-26.26117	151.823079
6920	-34.423171	150.874294
6915	-37.066169	147.464799
6900	-36.247446	145.704042
6850	-32.819819	151.65415
6840	-31.6402	151.964845
6825	-33.902869	148.054607
6800	-34.313241	146.841533
6775	-32.757616	151.607554
6755	-39.140761	146.360412
6750	-38.578071	145.630713
6735	-31.046117	150.199154
6720	-33.131383	118.510341
6715	-25.382928	149.547307
6690	-19.285821	146.754745
6685	-36.093534	140.348707
6670	-27.064207	151.433657
6660	-33.722323	150.739398
6645	-34.489867	146.373471
6630	-35.384557	142.839304
6630	-28.035453	153.241258
6595	-27.256065	152.482636
6590	-36.361056	146.725705
6580	-32.176607	116.76028
6570	-37.035925	145.257867
6530	-25.55725	148.589834
6515	-35.803421	137.924659
6500	-33.79419	151.130233
6475	-27.399573	152.98725
6460	-34.891417	138.617673
6445	-34.231083	148.10732
6435	-36.483116	143.886832
6415	-37.873557	145.049328
6405	-33.814887	146.667476
6400	-32.223657	115.835308
6380	-37.125338	144.21419
6380	-34.16715	150.622493
6380	-33.036339	137.277293
6370	-28.341631	150.967836
6370	-27.68768	152.396656
6360	-28.111411	153.134987
6305	-32.579015	116.665242
6300	-37.196938	143.635622
6295	-35.045389	138.52272
6270	-28.907675	153.427314
6240	-28.985892	114.815184
6220	-35.4698	149.484038
6220	-27.373947	153.084784
6200	-28.259143	152.822971
6195	-33.100172	136.318517
6180	-36.638769	147.476819
6170	-38.17277	144.389533
6155	-35.275863	149.113796
6145	-34.595073	138.547998
6125	-41.284242	148.076401
6120	-34.933478	147.716767
6065	-41.13407	147.198018
6065	-37.75803	144.086089
6065	-34.592433	150.84584
6060	-30.281899	150.523163
6030	-31.936389	115.808169
6020	-33.818641	151.160912
6005	-27.18463	152.008635
6000	-42.62988	148.091696
5995	-36.257725	142.387341
5980	-33.285097	151.556223
5970	-38.290199	142.058916
5970	-33.656811	138.191161
5965	-32.280785	149.45909
5955	-19.310498	146.652307
5935	-37.435507	140.852283
5925	-32.630616	115.847592
5920	-29.139369	115.485567
5905	-37.597551	147.228456
5900	-34.937459	138.608637
5880	-34.438738	115.860627
5870	-17.815378	146.010914
5860	-20.016612	148.457987
5850	-27.543316	153.088155
5835	-35.773247	147.391271
5830	-26.742043	153.119478
5825	-27.169774	152.786172
5815	-41.269708	145.931776
5810	-32.948567	151.71008
5805	-35.945353	145.632682
5785	-31.439614	152.87253
5775	-34.055304	115.626518
5770	-34.618289	117.781468
5760	-41.100305	145.607556
5750	-30.701145	116.090272
5745	-33.604022	150.646053
5745	-31.69444	115.845329
5730	-35.248071	149.148147
5730	-30.804675	116.396304
5720	-35.901765	142.890804
5700	-34.922605	138.654999
5685	-35.28775	138.555169
5680	-31.63315	148.648353
5670	-32.740876	148.561505
5660	-37.527142	140.616636
5655	-24.688503	151.872531
5645	-30.413331	149.767538
5635	-33.928029	137.756193
5635	-24.318471	151.727736
5620	-28.777563	151.24801
5615	-37.041215	145.608491
5595	-33.957725	151.052257
5595	-27.605551	152.967822
5560	-32.892577	151.65807
5555	-41.015197	148.026137
5550	-36.044097	148.094043
5540	-33.676424	138.39411
5515	-26.630369	152.761131
5510	-30.604667	152.956681
5500	-27.554082	152.921521
5490	-31.161835	118.107061
5490	-30.540297	151.297519
5485	-34.583539	150.754592
5465	-27.502784	152.898911
5465	-23.329938	140.22124
5460	-34.080278	138.883459
5435	-37.840867	145.068191
5415	-33.763976	150.780073
5400	-30.261439	117.789878
5400	-20.79424	144.218437
5390	-38.215906	144.334005
5375	-17.095516	145.782765
5355	-38.679417	143.671777
5350	-37.787135	144.394442
5335	-37.829347	146.077886
5335	-34.257669	144.695233
5330	-24.889395	146.399409
5325	-36.529386	149.306729
5325	-35.89277	143.45008
5315	-34.538013	139.652642
5295	-27.620656	152.80457
5285	-20.407853	118.606673
5280	-34.549295	138.939049
5255	-27.682273	152.884999
5255	-19.286635	146.787716
5245	-26.612359	153.079239
5245	-26.516942	153.068303
5225	-34.627126	140.050653
5210	-33.194457	138.643794
5210	-32.131993	115.854584
5205	-33.185465	118.086163
5205	-29.021683	116.120459
5205	-27.526966	153.053952
5200	-34.010094	139.530277
5200	-27.805498	153.392892
5155	-38.007024	145.104105
5145	-36.864952	143.657638
5140	-35.061705	138.603897
5135	-36.079335	143.744455
5135	-14.962686	128.397192
5125	-33.286272	117.342795
5115	-38.42207	146.158866
5115	-33.748914	151.279999
5100	-42.877588	147.385681
5100	-35.449887	140.030554
5100	-35.356021	146.767674
5080	-33.532315	117.384564
5075	-32.281957	115.75773
5070	-36.962316	147.063163
5070	-36.837461	144.768359
5055	-35.143492	138.633118
5050	-30.766245	148.261265
5045	-17.384187	145.624143
5030	-28.27973	153.548588
5020	-33.538228	116.85396
5020	-32.803533	117.120895
5015	-27.839347	153.419405
5010	-31.654722	152.652155
5005	-33.007264	148.904531
5000	-32.360111	134.539431
5000	-30.529366	152.96348
4990	-34.093213	151.136596
4990	-33.915939	150.875345
4980	-33.766409	151.257781
4975	-43.262123	147.03435
4975	-31.622021	116.072828
4960	-37.567684	149.538907
4955	-36.577628	145.229349
4945	-31.763347	115.756405
4940	-34.095314	138.444457
4935	-39.949379	148.329247
4935	-26.995752	149.798038
4930	-36.464118	145.145217
4930	-32.965877	148.611239
4920	-33.941351	115.280972
4920	-26.360226	150.638563
4915	-34.721845	140.811093
4890	-34.793169	138.629463
4885	-33.950853	137.610828
4880	-32.805438	116.413369
4865	-38.10718	145.669112
4840	-34.907597	138.623527
4835	-34.957195	138.60648
4815	-34.952075	138.575187
4810	-32.979123	117.306862
4805	-34.718681	138.754254
4805	-34.485635	140.63513
4795	-34.856239	138.612959
4785	-38.049195	144.194625
4785	-27.467217	134.430044
4780	-30.874243	116.725982
4770	-38.157038	144.34652
4770	-26.156837	153.042307
4755	-38.407094	143.133721
4710	-33.79315	151.258069
4705	-37.821756	146.576101
4690	-16.789777	145.666474
4685	-34.711848	150.13033
4660	-33.769107	138.12018
4650	-31.605825	117.020194
4635	-43.291937	147.140014
4625	-34.702506	138.674449
4615	-35.566153	138.627975
4600	-41.177924	146.783947
4600	-33.866044	151.133865
4580	-38.316869	146.607101
4575	-36.70633	143.51213
4575	-23.642723	146.840497
4565	-41.264912	147.086396
4565	-20.271072	148.989038
4560	-33.012446	138.239719
4555	-34.021938	151.004412
4550	-28.546257	152.388341
4545	-26.771797	153.017962
4535	-37.025316	141.269571
4530	-37.823303	145.001788
4530	-31.735738	150.603274
4525	-36.575936	145.019312
4525	-32.73576	137.703073
4515	-37.784786	145.161649
4490	-26.279772	151.338904
4485	-37.743361	144.796693
4480	-34.055155	150.756493
4470	-42.947314	147.334695
4470	-36.570077	144.805307
4470	-34.343393	139.525937
4465	-34.739425	150.800637
4465	-34.303007	138.930335
4455	-33.530464	136.860876
4450	-32.785207	151.453148
4450	-31.835333	115.849098
4445	-38.47372	145.798419
4435	-28.037627	153.41692
4430	-32.97338	138.771209
4430	-25.350178	150.778657
4425	-38.162578	145.135961
4425	-32.723142	118.288784
4420	-31.971647	115.77639
4415	-30.748419	118.448501
4405	-37.546522	144.942199
4400	-37.610841	148.873952
4380	-25.639378	118.554936
4375	-27.33128	151.480666
4365	-35.020412	138.791651
4350	-37.286611	145.435776
4350	-34.18289	138.775266
4345	-38.60357	146.359804
4345	-27.473135	151.703647
4340	-33.089963	151.668857
4330	-37.571707	146.805175
4320	-32.008509	115.870058
4320	-28.36456	152.49765
4315	-28.008783	153.412197
4315	-19.53085	147.139821
4310	-27.348199	149.070172
4310	-25.266279	152.568678
4290	-33.682661	115.888662
4285	-36.780524	140.904543
4285	-26.35256	151.741338
4275	-31.583037	152.820899
4275	-30.427329	149.001543
4275	-26.627339	150.205114
4270	-33.578188	138.003325
4270	-28.709545	153.514963
4265	-35.510039	148.034012
4265	-31.193339	149.263874
4250	-25.557047	152.280868
4240	-37.896497	145.057237
4240	-34.86475	138.509247
4235	-33.564872	115.923933
4205	-32.269414	147.260419
4185	-37.573978	142.312764
4185	-34.272303	137.956861
4180	-30.27368	116.060619
4155	-29.871532	150.49786
4150	-21.188063	148.832763
4135	-35.450839	138.388132
4130	-36.740713	145.095753
4130	-26.505863	152.803089
4110	-33.990448	119.237195
4110	-26.655067	153.075373
4105	-33.539148	151.084146
4100	-36.777226	144.245239
4080	-19.323109	146.840325
4070	-38.224191	147.106181
4060	-38.026314	143.520934
4060	-37.814506	145.532666
4060	-37.420588	143.88637
4060	-36.224186	145.440315
4060	-32.642118	151.319414
4060	-32.584028	148.266655
4055	-20.867952	147.518462
4040	-38.043542	145.787991
4030	-37.210538	145.687889
4025	-37.74247	145.005702
4020	-23.790711	143.402522
4015	-38.685115	146.278804
4015	-35.387709	138.655684
4005	-17.741424	145.924432
3995	-33.340269	148.731814
3990	-33.409359	135.02078
3990	-31.484853	116.38064
3985	-34.884233	138.669275
3980	-33.885153	117.065276
3975	-26.700379	153.049784
3975	-19.143944	146.831766
3970	-12.533944	142.267938
3965	-36.055725	144.159028
3960	-34.808422	138.531567
3960	-34.669486	138.681702
3955	-36.61323	139.937126
3955	-33.783955	148.90873
3945	-37.263736	144.900644
3945	-34.027283	150.842258
3945	-33.832923	150.435639
3945	-20.777471	140.652531
3940	-37.763584	144.942222
3940	-33.858378	151.275977
3940	-33.85749	151.103751
3935	-33.60382	151.322759
3930	-35.257315	149.049796
3930	-34.766049	142.820973
3915	-32.951039	151.742882
3905	-38.016114	145.208504
3905	-35.491206	138.834806
3900	-31.842527	115.980754
3895	-35.225102	147.047366
3890	-35.004063	138.602387
3890	-16.839378	145.711531
3880	-17.33327	145.476659
3875	-35.332477	142.425302
3875	-32.708545	134.790236
3860	-33.462193	149.158755
3850	-20.710799	118.441716
3845	-27.022484	152.858311
3845	-21.43004	149.178072
3840	-36.321109	144.709543
3840	-36.051782	145.974755
3840	-34.176844	140.782026
3835	-19.372329	146.707586
3825	-34.919086	118.462801
3825	-27.248337	153.088498
3810	-28.660756	153.592843
3800	-33.974354	151.140345
3780	-37.86172	144.812736
3775	-38.42776	144.900413
3765	-11.33852	142.465399
3760	-31.266649	116.779032
3750	-36.586316	148.037958
3745	-41.600719	147.897402
3745	-33.839863	151.204557
3740	-35.487989	143.14445
3740	-33.663002	150.860258
3730	-33.832747	151.015196
3725	-38.263005	144.174411
3725	-27.676499	153.384655
3725	-23.66268	150.394906
3720	-38.389835	142.660221
3720	-36.142596	145.30827
3715	-27.563685	150.961981
3710	-27.612178	153.009526
3705	-34.761553	138.61884
3700	-34.841984	138.553453
3700	-27.568178	153.207096
3685	-37.867809	145.786343
3685	-37.083561	144.053611
3675	-34.771432	138.663871
3670	-35.035729	138.947189
3670	-34.806494	138.498128
3670	-33.797127	151.04218
3670	-33.731651	150.955942
3660	-38.207298	145.575
3655	-33.42537	151.436939
3650	-33.783751	150.900547
3645	-29.620234	150.787333
3635	-38.311513	143.584742
3635	-34.990592	150.450994
3630	-33.533055	150.317795
3625	-33.401829	138.165325
3610	-35.110123	138.50172
3605	-34.770931	143.387009
3595	-37.739901	144.964524
3595	-32.702065	116.128249
3590	-37.828866	145.122393
3590	-36.36819	144.206865
3590	-34.638218	138.897802
3590	-33.964102	150.997836
3590	-27.967134	153.397952
3585	-24.999569	150.213774
3560	-37.864951	145.221695
3560	-35.76294	145.434084
3560	-29.156771	153.303855
3550	-34.525612	150.503502
3540	-34.911674	142.206711
3540	-34.505411	150.766132
3530	-26.425754	152.909206
3520	-27.552135	152.975619
3520	-26.531487	152.964814
3515	-33.996587	151.132495
3515	-33.955393	151.148204
3510	-36.189376	140.788199
3510	-28.110523	146.990784
3505	-37.935097	145.350821
3505	-33.965473	139.140266
3500	-38.364034	143.82588
3500	-32.880319	151.73862
3470	-34.353109	139.240946
3470	-18.705507	127.320764
3465	-38.307545	144.299978
3450	-38.036038	141.963223
3450	-34.887511	138.559407
3450	-33.800881	151.202715
3440	-32.933305	151.651095
3430	-35.336413	149.147614
3425	-38.135009	145.384606
3415	-36.380853	145.403176
3410	-26.75002	149.381938
3405	-36.332254	145.960209
3405	-34.681077	138.616157
3400	-42.719274	147.315111
3400	-41.303174	146.072407
3400	-38.37884	142.482889
3400	-33.914832	151.239167
3400	-27.569679	115.72384
3395	-33.892738	150.92937
3395	-31.985791	115.804692
3380	-30.62816	152.737629
3375	-38.166213	146.772991
3375	-34.705292	139.084565
3375	-33.531714	138.604466
3375	-30.820157	125.672818
3370	-42.85132	147.449794
3370	-35.55097	140.732182
3370	-34.850669	140.114394
3370	-34.114626	151.027919
3370	-33.83319	116.972036
3365	-35.147923	138.552209
3365	-34.300293	150.9299
3340	-32.844998	146.085138
3335	-18.752827	125.282055
3320	-30.613981	117.440487
3315	-37.938889	145.007238
3310	-32.061682	115.833608
3310	-27.767029	153.27631
3305	-33.898505	148.664838
